scale,psnr_mean,psnr_std,ssim_mean,ssim_std,msssim_mean,msssim_std,mse_mean,mse_std,samples
0.2,inf,nan,0.7353964813587863,0.18247167154267077,0.9186249208026227,0.06405227264738858,0.0029551791270118846,0.003934740966423361,3598
0.3,32.32075960282288,9.71918115406317,0.8186592561477022,0.13575867656462146,0.9609578979585223,0.03343105396277087,0.0019278012366447704,0.0028174197565407786,3598
0.4,34.43394586733807,9.453007685980433,0.8813290616384541,0.09672719065750186,0.9803417237385437,0.018213241605849025,0.0012095051344688395,0.0018102442315614605,3598
0.5,37.64939234533729,9.214974843654076,0.9348369602397656,0.0612979380901812,0.9968206820022801,0.003158123240911119,0.0006030678871153335,0.000919910811970348,3598
0.6,38.95622247586719,8.717255603340634,0.9519493567108644,0.047115287750709174,0.9945803772680888,0.006306995720182453,0.00041936161194004214,0.0006317874987560036,3598
0.7,40.01202023884135,8.520547457300484,0.9644574664446166,0.035894190286667314,0.9962898985818732,0.004236932537388621,0.0003212451908249994,0.0004773134385559272,3598
0.8,40.88570942913181,8.702728474131218,0.9727085885602677,0.027355361243779797,0.9972279687733568,0.0030239217011904405,0.00025842424906216287,0.0003768740340624644,3598
0.9,41.304148671360664,8.673995755437431,0.9778391787944866,0.021138016447705216,0.9976430264461564,0.0023678713723432384,0.00023260835225449516,0.00033325250889353915,3598
